2.582973421006203862e-01 4.137156106848202120e-01 6.351886454599648957e-01 9.842599733664405548e-01
6.555292980299010086e-02 9.033792694442266402e-01 2.798000920913318312e-01 7.614862373386118710e-01
8.714910085697346043e-01 4.639766064747218310e-01 6.297531164239387191e-01 4.786275766879339866e-01
3.103707344063030282e-01 8.730905594865570052e-01 9.731858050441748453e-01 9.214365853037780330e-01
1.338805938220960501e-01 7.157336751628607940e-01 7.049118860148037014e-01 3.360820826672442641e-01
7.152339462934863556e-01 5.416280061392816370e-01 1.551077575051360569e-01 9.621333960212040681e-01
9.502853713761694188e-01 4.411810147235218915e-01 2.852161905631545036e-02 2.675400937973907434e-01
6.345304538470171174e-01 8.704529491213138792e-01 2.186222573236932254e-01 9.067296976683951737e-01
3.337999317932637267e-01 1.910556072929063820e-01 1.430617839795239599e-01 7.128365743067677229e-01
9.023046129650102998e-01 3.864021498967212809e-01 6.325177143782904077e-01 8.260411453843081730e-01
4.213623474134808866e-02 1.457888959549279440e-01 6.724719044800457901e-01 9.731803924372079972e-01
1.800372860390330176e-01 8.679123126608667693e-02 7.166858182909936481e-01 8.842800459015456305e-01
8.490179932612984537e-02 5.006325052908355833e-01 3.575646665830413129e-01 1.618525362339439111e-01
3.548517095703321855e-01 3.103381259933413183e-02 3.710034763232268329e-01 8.920452087649622941e-01
5.496441586077129848e-01 4.366082251978568030e-01 4.195801398873491017e-01 6.420724999221067986e-01
4.029063975707948275e-01 4.250612856456874589e-01 9.601633119610438749e-01 5.608131203192822101e-01
8.181241453904219973e-01 4.408992706545656892e-01 1.356158325145329080e-01 5.783030499522643364e-01
2.360830986861324199e-01 4.541969856682390727e-01 9.821047078785500872e-01 5.486168530501449592e-01
2.427633608170368662e-01 8.720727520725570781e-01 7.446523796658460759e-01 8.413502213705574828e-01
9.709134868635083127e-01 9.186463667761384233e-01 4.528495808449615190e-01 1.033599907250348782e-02
2.141090615060798896e-01 1.319989424983145643e-01 9.825707635697911169e-02 4.634927317305481687e-01
5.861407188697386195e-01 9.439960641468210234e-01 7.942645258869733826e-01 8.203219354650828077e-01
1.135725844262223116e-01 4.053106545019017348e-01 3.007602156348004874e-01 2.694802027362608321e-02
9.275528016971179568e-02 4.260938252654471459e-01 1.206595336405695829e-01 8.232692987816944141e-01
8.180481448531092825e-01 3.309381094324230776e-01 9.234563419020526132e-01 2.323046555610789321e-01
1.728147222390176152e-01 3.473970881003729527e-02 8.619054165284241176e-01 4.272226224143558238e-01
6.664983425137166462e-01 4.985101571280883270e-01 3.407657416573417475e-01 5.940081291185490553e-01
6.438661721312655128e-02 8.811149693002798822e-01 1.284453227047680501e-01 1.794340115258099555e-01
1.215097738836650176e-01 8.586037538514733614e-01 2.249938267845740247e-01 8.907949767385348050e-01
7.928959365441349272e-01 4.395098879912682222e-01 5.888319077404072788e-01 8.117049819318974402e-01
7.398215579505947881e-01 9.959603995132962906e-01 8.952696608091830210e-01 6.735998348196815533e-01
8.450823434147491930e-03 4.063542664548654981e-01 6.561770763882058821e-01 3.822397423799240856e-01
9.567434989289078651e-01 9.743607727729188817e-01 3.135155068183842486e-01 2.822740590714108988e-01
6.876163848199096096e-01 4.637889385874447434e-01 1.347426269120289843e-01 6.126399609487189757e-01
4.651760173228103312e-03 1.027913438254075551e-01 3.650861019822347897e-01 9.733586285241103697e-01
9.476601507407030889e-01 9.006078418474702252e-01 9.945882259140832460e-01 5.474784366011878900e-01
8.997902096210037559e-01 1.215564109101439083e-01 8.207211176079822756e-01 1.451736761268256348e-01
